,address,lat,lon
253,"1120-I, MENDIOLA EXTENSION PACO, MANILA",14.591831,120.999977
254,"4TH FLOOR, 2284 ESPA?A STREET SAMPALOC, MANILA",14.616959,121.00119
255,"CS-6&7 3F HARISSON MANSION, 2360 FB HARISSON ST PASAY CITY",14.537752,121.001379
256,"3681 RTJ BLDG BAUTISTA ST PALANAN MKTI CITY PALANAN, MAKATI",14.558309,121.001431
257,"2F & 3F, BLOCK 1 LOT 8 ROYAL SQUARE, PROTACIO ST C PASAY CITY",14.542677,121.001489
258,"3/F VJ AVENA & SONS BLDG. 2284 ESPANA SAMPALOC, MANILA",14.617249,121.001493
259,"ROOM 304 FSE BLG 3671-73 BAUSTISTA ST COR DAYAP ST PALANAN, MAKATI",14.557382,121.001741
260,"2/F&3/F,DOHLE HAUS MANILA,30-38 SEN GIL PUYAT AVE SAN ISIDRO, MAKATI",14.55537,121.002366
261,"SUITE A,4F, DOHLE HAUS MLA, 30-38 SEN GIL PUYAT AV SAN ISIDRO, MAKATI",14.555401,121.002465
262,"GF &2F, SCANDIC PALACE, 4291 EMILIA STREET PALANAN, MAKATI",14.556384,121.003091
263,"UNITS 904, 905 & 906, 9F, SCANDIC PLACE COND, 4291 PALANAN, MAKATI",14.556384,121.003091
264,"U-404,405,406,&903 (GF), SCANDIC PALACE,4291 EMILI PALANAN, MAKATI",14.556384,121.003091
265,"3/F, 1753 BUILDING, 1753 DIAN STREET PALANAN, MAKATI",14.559121,121.003267
266,"4TH FLOOR, 1751 DIAN ST PALANAN, MAKATI",14.559136,121.00334
267,"5/F, 1751 BLDG, 1751 DIAN STREET PALANAN, MAKATI",14.559136,121.00334
268,"1747 (2F-4F),1749 (GF), 1751 (4F & 6F-PORTION) AND PALANAN, MAKATI",14.559531,121.003405
269,"4TH FLOOR (PORTION), 7TH FLR 2053 BUILDING EDISON  SAN ISIDRO, MAKATI",14.553717,121.003487
270,"7/F (PORTION), 2053 EDISON STREET SAN ISIDRO, MAKATI",14.553638,121.003505
271,"M/F & 2/F, CONCEPCION BLDG, 1729 DIAN STREET PALANAN, MAKATI",14.557135,121.003684
272,"M/F, 2/F & 6/F, 2053 BUILDING EDISON ST. SAN ISIDRO, MAKATI",14.552849,121.004265
273,"3306-B MATANZAS ST BRGY PALANAN, MAKATI",14.55845,121.004784
274,"1582 COPERNICO ST., SAN ISIDRO, MAKATI",14.554367,121.00491
275,"2/F PAROLA HOUSE 1582 COPERNICO ST MAKATI CITY SAN ISIDRO, MAKATI",14.553056,121.005185
276,"2F & 5C, 93 SAYOC BLG., 93 SEN. GIL PUYAT MAKATI",14.557712,121.006919
277,"3 MASCARDO ST.BGY.SINGKAMAS, L A PAZ VILLAGE MAKATI",14.571544,121.008896
278,"GF&2F 3912 LUBECA HSE MACABULOS ST BANGKAL, MAKATI",14.545705,121.009527
279,"RMS. 203 & 204, CITYLAND DELA ROSE COND, 7648 DELA PIO DEL PILAR, MAKATI",14.557659,121.009706
280,"NO.7902 LAWAAN SAN ANTONIO VILL SAN ANTONIO VILLAGE, MAKATI",14.565188,121.010819
281,UNIT 1104 PRYCE CENTER BLDG. 1179 CHINO ROCES AVE. MAKATI,14.562393,121.010985
282,"6/F ,PRYCE CENTER, 1179 CHINO ROCES AVE COR BAGTIK MAKATI",14.562393,121.010985
283,"UNIT 4-A,4F, MJL BLDG, 1175 CHINO ROCES AVE MAKATI",14.563002,121.011184
284,"8F & U601,6F, PRYCE CTR,1179 C.ROCES COR BAGTIKAN MAKATI",14.562351,121.011207
285,"512 GEN HIZON COR. CAPT M. REYES STS. BANGKAL, MAKATI",14.542775,121.011222
286,2ND FLR 1526 P. SANTOS ST COR EDSA MAKATI,14.539355,121.011516
287,"NORTHPOINT CORP TWR, 7502 BAGTIKAN COR GUIJO STS SAN ANTONIO VILLAGE, MAKATI",14.562829,121.011627
288,"311,314,315&316,AURO-VIR, EVANGELISTA COR LACUNA BANGKAL, MAKATI",14.543246,121.012044
289,"3F FIRST MRITIME PLACE 7458-7460 BAGTIKAN ST SAN ANTONIO VILLAGE, MAKATI",14.563132,121.012138
290,"U-3 METROPOLITAN TOWNHOMES, 1055 METROPOLITAN AVE MAKATI",14.565889,121.013441
291,"G7, J&T BLG 3894 RAMON MAGSAYSAY BLVD STA. MESA, MANILA",14.602153,121.013489
292,"UNIT SF-201, 2/F, SKYLAND PLAZA COND, 2302 SEN GIL MAKATI",14.561235,121.01388
293,"16/F & 17/F, PHIL. AXA LIFE CENTRE COND CORP, 1286 MAKATI",14.561421,121.014247
294,"FIRST MRITIME PLACE 7458-7460 BAGTIKAN ST. SAN ANTONIO VILLAGE, MAKATI",14.563853,121.014471
295,GF FIRST MARITIME PLACE 7458 BAGTIKAN SAN ANTONIO MAKATI,14.563853,121.014471
296,"2593 A. BONIFACIO ST BANGKAL, MAKATI",14.541323,121.014694
297,GF(RIGHT WING)ROYAL ENT.BLG 2227 CHINO ROCES AVE. MAKATI,14.547372,121.015181
298,GF(LEFT WING) ROYAL ENT.BLG 2227 CHINO ROCES AVE. MAKATI,14.547372,121.015181
299,"GF,2F&3F BLOOMINGDALE BLG 205 SALCEDO ST LEGASPI VILLAGE, MAKATI",14.555897,121.015403
300,"3/F (PORTION), BLOOMINGDALE BLG, 205 SALCEDO ST LEGASPI VILLAGE, MAKATI",14.555897,121.015403
301,RECRAA BLDG VITALEZ COMPOUND SUCAT PARA#AQUE M.M. ,14.466367,121.015441
302,"2/F & 3/F PHILCOX BLDG 172 SALCEDO STREET LEGASPI VILLAGE, MAKATI",14.557555,121.015507
303,"2/F & 6/F (RIGHT WING), KALAYAAN BLDG. DELA ROSA C LEGASPI VILLAGE, MAKATI",14.558578,121.015726
304,RECRAA BLDG VITALEZ COMPOUND SUCAT PARA?AQUE,14.466938,121.016001
305,"RM 609, 6F, CATTLEYA BLG, 235 SALCEDO ST. LEGASPI VILLAGE, MAKATI",14.552401,121.016015
306,"24 DBP AVENUE, DBP VILLAGE, ALMANZA II LAS PI?AS",14.4276,121.016908
307,"2ND AND 3RD FLOORS, ELECTRA HOUSE, 115-117 ESTEBAN LEGASPI VILLAGE, MAKATI",14.556437,121.017064
308,"2/F, EXCHANGE CORNER BUILDING, 107 V.A. RUFINO STR LEGASPI VILLAGE, MAKATI",14.556276,121.017073
309,"3/F COHERCO CORPORATE CTR 116 V A RUFINO ST LEGASPI VILLAGE, MAKATI",14.555646,121.017141
310,"611 CITYLND COND10 TWR1,6815 AYALA& HV DELA COSTA SALCEDO VILLAGE, MAKATI",14.560557,121.017237
311,"2ND FLOOR UNIVERSAL LMS BUILDING 106 ESTEBAN ST LEGASPI VILLAGE, MAKATI",14.556835,121.017256
312,"3/F, UNIVERSAL LMS BLDG, 106 ESTEBAN STREET LEGASPI VILLAGE, MAKATI",14.556821,121.017345
313,"UNITS 802 (8F) AND 902 (PORTION), SAGE HOUSE COND LEGASPI VILLAGE, MAKATI",14.556071,121.017458
314,"1101 11F SAGE HSE 110 RUFINO ST LEGASPI VILLAGE, MAKATI",14.556039,121.017607
315,"GF,2F(BACK PORTION),3F,4F&5F, SEABORNE BLG, 4203 STA. MESA, MANILA",14.597632,121.017609
316,"6/F FELIZA BUILDING 108 V A RUFINO STREET LEGASPI VILLAGE, MAKATI",14.55637,121.017831
317,"6F FELISA BLDG., 108 RUFINO STREET LEGASPI VILLAGE, MAKATI",14.55637,121.017831
318,"7TH FLOOR, THE SALCEDO TOWERS, 169 H.V. DELA COSTA SALCEDO VILLAGE, MAKATI",14.561067,121.017993
319,"A-D,39F RUFINO PACIFIC TWR,6784 AYALA COR VA RUF SALCEDO VILLAGE, MAKATI",14.558049,121.018234
320,"6/F & 7/F, RUFINO TOWER, 6784 AYALA AVE COR V.A LEGASPI VILLAGE, MAKATI",14.558049,121.018234
321,2868 LAMAYAN ST. STA. ANA MANILA ,14.583976,121.01826
322,"S301,302,303,304&306, 3F, MILANDRE CTR, 982 QUEZON QUEZON CITY",14.63224,121.019053
323,UNIT 4 A 4F OPL BLDG 100 C PALANCA ST LEGASPI VILL MAKATI,14.555865,121.019606
324,"UNIT 22B, CHATHAM HOUSE COND, 116 VALERO ST COR RU SALCEDO VILLAGE, MAKATI",14.559607,121.019619
325,"9F SDT TWR 104 PASEO DE RXS COR PEREA LEGASPI VILL MAKATI, MAKATI",14.554817,121.020284
326,"U-GF-193, SALUSTIANA D.TY TWR, 104 PASEO DE ROXAS LEGASPI VILLAGE, MAKATI",14.554817,121.020284
327,"UNIT-A, 11F AND UNIT B (RW),5F VERNIDA IV BLG,128  SALCEDO VILLAGE, MAKATI",14.559019,121.021549
328,"UNITS 201, 301 & 302 CYA LAND&PROPERTIES INC 110 T LEGASPI VILLAGE, MAKATI",14.569558,121.021627
329,"UNITS 502 (5/F), 701 (7/F) & 902 (9/F-PORTION), SA LEGASPI VILLAGE, MAKATI",14.569558,121.021627
330,"UNITS 702 (7/F) AND 902 (9/F-PORTION), SAGE HOUSE  LEGASPI VILLAGE, MAKATI",14.569558,121.021627
331,"GF,2F & 3F (BACK PORTION), PRINCESS BLG 104 ESTEBA LEGASPI VILLAGE, MAKATI",14.569558,121.021627
332,"2/F PLANTERS PRODUCTS BLDG 109 ESTEBAN ST LEGASPI VILLAGE, MAKATI",14.570218,121.021865
333,"S301-B, 3/F, ITC BLDG, 337 SEN GIL PUYAT AVENUE MAKATI",14.562432,121.023095
334,"4F, G & A BLDG, 2303 DON CHINO ROCES AVE EXT MAKATI",14.533753,121.023111
335,"UNIT 1193, LYRA BUILDING, 1191 QUEZON AVENUE QUEZON CITY",14.63564,121.023144
336,"RMS 201 & 204 ITC BLDG, 337 GIL PUYAT AVENUE MAKATI",14.562607,121.023147
337,"UNITS 1901 & 1906,19F AND 14/F (PORTION) PEARLBANK SALCEDO VILLAGE, MAKATI",14.558782,121.02324
338,"IV-B,UNIOIL CTR BLG, ACACIA AVE,MADRIGAL BUS PARK AYALA ALABANG, MUNTINLUPA",14.423715,121.023618
339,"U-B, PASEO VIEW,16F, LEPANTO BLG, 8747PASEODEROXAS MAKATI",14.557998,121.02408
340,"UNIT B, 4F, LEPANTO BLDG, 8747 PASEO DE ROXAS MAKATI",14.558257,121.024267
341,"4F, UNITS A & B (LW), 5/F AND 11/F (PORTION), VERN SALCEDO VILLAGE, MAKATI",14.554729,121.024445
342,"GF AND UNITS 2B & 201, 2/F WOODLAND PARK COND.3906 MAKATI",14.554729,121.024445
343,RMS 305 & 307 RAMAN CONDO 1130 P. TAMO MAKATI,14.554729,121.024445
344,"7F, V-CORPORATE CENTER, 125 L.P. LEVISTE ST SALCEDO VILLAGE, MAKATI",14.560148,121.024688
345,"UNITS 1&4, 6F, V-CORPORATE CTR, 125 L.P.LEVISTE ST SALCEDO VILLAGE, MAKATI",14.560325,121.024775
346,"UNIT B 14F SAGUITARRIUS BLG H V DELA COSTA STREET SALCEDO VILLAGE, MAKATI",14.561011,121.025522
347,"14/F UNIT B SAGITTARIUS BLDG HV DELA COSTA SALCEDO VILLAGE, MAKATI",14.561015,121.025581
348,38TH & 39TH FLOORS PETRO MEGA PLAZA 358 SEN GIL PU MAKATI,14.561801,121.025725
349,"UNITS 1&2,21F BDO PLAZA 8737 PASEO DE ROXAS MAKATI",14.558642,121.025784
350,"U1001, COMMON GOAL TWR, FINANCE ST, ALABANG MUNTINLUPA CPO, MUNTINLUPA",14.425975,121.025984
351,"U1002 10F COMMON GOAL TOWER, FINANCE COR INDUSTRY  MUNTINLUPA CITY, MUNTINLUPA",14.425933,121.026074
352,"5/F, NEW SOLID BLDG, 357 SEN GIL PUYAT AVENUE MAKATI",14.562278,121.02608
353,"S207-209, GREEN WORLD PLAZA, 79 PRES AVE, TEOVILLE BF HOMES, PARA?AQUE",14.452882,121.030184
354,"GF GOODWILL BLG #393 SEN GIL PUYAT AVE. MAKATI, MAKATI",14.558193,121.032658
355,"U-5 A&B,3F RJTC CTR, 12 FIRST ST, NEW MANILA QUEZON CITY",14.612619,121.034508
356,"3F HR BLG., 43 MINDANAO AVENUE QUEZON CITY",14.658907,121.03589
357,"2649 MOLAVE ST,UNITED HILLS VILL PARA?AQUE",14.502263,121.038406
358,"40 FAITH STREET, PROJECT 6, QUEZON CITY",14.665746,121.039181
359,"U1005 & 1006 10F PARAGON PLAZA EDSA, MANDALUYONG ",14.576268,121.039246
360,U2 CHINA BANK BLG 14 ORTIGAS AVE WEST GREENHILLS SAN JUAN,14.604952,121.042138
361,"R214,215,217&218 AND BASEMENT11&12, DONA ANITA BLG E. RODRIGUEZ, QUEZON CITY",14.676041,121.0437
362,26TH FLR FORT LEGEND TOWERS 3RD AVE COR 31ST ST TAGUIG,14.554026,121.046853
363,"UNIT 8E, ICON PLAZA, 25TH STREET, BGC FORT BONIFAC TAGUIG",14.547864,121.047905
364,"M101& PORTIONS GF,2F&3F, EASTGATE CTR,169 EDSA MANDALUYONG",14.576262,121.049738
365,GF(PORTION) &2F EASTGATE CENTRE NO 169 EDSA MANDALUYONG,14.576262,121.049738
366,ARL BLDG GLORIA 111 CASANOVA DRIVE T.SORA Q.C. ,14.667368,121.052489
367,U2204 ATLANTA CTR COND 31 ANNAPOLIS ST GREENHILLS SAN JUAN,14.604674,121.053326
368,"UNIT33 & 35 COLUMBIA TOWER,ORTIGAS AVENUE MANDALUYONG",14.594445,121.055994
369,"RM.101- A, GF, DOLMAR BLG, 56 EDSA MANDALUYONG",14.590527,121.05729
370,"UNITS 9-A, 9-B & 9-C, BELVEDERE TOWER COND, 15 SAN PASIG CITY",14.579526,121.058819
371,ORTIGAS AVE COR EDSA MANDALUYONG CITY ,14.5929,121.058951
372,"U903, ONE SAN MIGUEL BLDG, SAN MIGUEL AVE COR. SHA PASIG CITY",14.580768,121.059177
373,"U- 6G,PEARL PLAZA BLG,PEARL DRIVE,BRY SAN ANTONIO ORTIGAS, PASIG CITY",14.579583,121.059352
374,"UNIT 404,PRESTIGE TWR DON FRANCISCO ORTIGAS JR.RD. ORTIGAS, PASIG CITY",14.583771,121.059675
375,"U1410 ROBINSON EQUITABLE TWR 14 ORTGS AVE ORTIGAS, PASIG CITY",14.589622,121.05996
376,"RMS 501-505, AIC BURGANDY EMPIRE TOWER, ADB AVE CO ORTIGAS, PASIG CITY",14.589625,121.060972
377,"RM 703, EMERALD BLDG, DON FRANCISCO ORTIGAS, JR RD PASIG CITY",14.585582,121.061414
378,17A STRATA2000 BLG. EMERALD AVE.ORTIGAS CTR PASIG CITY,14.58706,121.062085
379,"1810 PRESTIGE TOWER EMERALD AVE ORTIGAS CTR ORTIGAS, PASIG CITY",14.585707,121.062159
380,"17F RAFFLES BLG., EMERALD AVE., ORTIGAS CTR, PASIG ORTIGAS, PASIG CITY",14.586256,121.062329
381,"UNITS 101, 102 & 103, G/F, RIMA IV BLDG, 161 PASIG PASIG CITY",14.567309,121.066297
382,"2F BPI BLDG. GEN MAXILOM AVE EXTN NORTH RECLAMATIO CEBU CITY, CEBU",10.310246,123.894733
383,F. RAMOS ST. CEBU CITY  ,10.307006,123.896535
384,"#38 GORORDO AVENUE CEBU CITY, CEBU",10.313675,123.902289
385,"RM 311, 3F, LDM BLDG, M J CUENCO AVE COR LEGASPI S CEBU CITY, CEBU",10.294263,123.904342
386,"G/F, GMC PLAZA BLDG., M.J. CUENCO AVE COR. LEGASPI CEBU",10.294429,123.905657
387,"6/F, SKYRISE 1, I.T. BLDG, CEBU I.T. PARK, BRGY. A CEBU",10.3316,123.90765
388,"U- 802 & 803, 8F, CEBU HOLDINGS BLDG., CEBU BUSINE CEBU CITY, CEBU",10.317587,123.907864
389,"UNIT 1405, 14/F, KEPPEL CENTER, SAMAR LOOP COR CAR CEBU CITY, CEBU",10.318254,123.908467
390,"2F, NEW STAR CENTER A.S. FORTUNA ST BAKILID MANDAUE CITY, CEBU",10.333902,123.93424
391,"GF, BF PAJO BLG, M.L. QUEZON, BRY PAJO, LAPU-LAPU CEBU",10.314567,123.959488
392,"4TH FLOOR, ACC BLDG, SANDAWA PARK, QUIMPO BLVD, MA N.S.",7.051785,125.590058
393,"2F DCPI BLDG LAKANDULA ST COR DACUDAO AVE AGDAO DAVAO CITY, DAVAO DEL SUR",7.083571,125.623781
